"Product ID","Product Type",Code,Name,Brand,Description,"Cost Price","Retail Price","Sale Price","Calculated Price","Fixed Shipping Price","Free Shipping",Warranty,Weight,Width,Height,Depth,"Allow Purchases","Product Visible","Product Availability","Product Inventoried","Stock Level","Low Stock Level","Date Added","Date Modified","Category Details",Images,"Page Title","META Keywords","META Description","Product Condition","Product URL","Redirect Old URL?","Product Tax Code","Product Custom Fields"
285,P,F00707,"Riese & Muller Cruiser Mixte Vario","Riese & Muller","This Silent model comes fitted with:    Motor: Bosch Performance Line   Battery: Bosch PowerPack 500 Wh   Gears: Enviolo 380, continuous hub gear, belt drive   Weight from 26,2 kg / 57,6 lbs  ",0.00,0.00,3309.00,3309.00,0.0000,N,,26.2000,0.0000,0.0000,0.0000,Y,N,"This product is ""Made to order"" please contact us for a build time.",N,0,0,04/06/2023,05/10/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Urban, Category Path: Riese & Muller/Urban|Category Name: Cruiser Mixte, Category Path: Riese & Muller/Urban/Cruiser Mixte","Product Image File: F00707-CruisMixtVar-Cream__29153.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/t/315/F00707-CruisMixtVar-Cream__29153.jpg|Product Image File: F00707-CruisMixtVar-Black__17819.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/q/125/F00707-CruisMixtVar-Black__17819.jpg","Riese & Muller Cruiser Mixte Vario",,"Riese & Muller Cruiser Mixte Vario",New,/cruiser-mixte-vario/,,,
286,P,F00937,"Riese & Muller Cruiser2 Silent","Riese & Muller","This Silent model comes fitted with:   Motor: Bosch Performance Line (smart system)   Battery: Bosch PowerPack 545 Wh Upgrade available   Gears: Shimano Nexus, 8-speed hub gear, belt drive   Weight from 25,8 kg - 56,9 lbs  ",0.00,0.00,3818.00,3818.00,0.0000,N,,25.8000,0.0000,0.0000,0.0000,Y,Y,"This product is ""Made to order"" please contact us for a build time.",N,0,0,04/06/2023,05/10/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Urban, Category Path: Riese & Muller/Urban|Category Name: Cruiser2, Category Path: Riese & Muller/Urban/Cruiser2","Product Image File: F00937-Cruis2Sil-Blk__36236.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/k/478/F00937-Cruis2Sil-Blk__36236.jpg","Riese & Muller Cruiser2 Silent",,"Riese & Muller Cruiser2 Silent",New,/riese-muller-cruiser2-silent/,,,
287,P,F00938,"Riese & Muller Cruiser2 Vario","Riese & Muller","This Vario model comes fitted with:   Motor: Bosch Performance Line (smart system)   Battery: Bosch PowerPack 545 Wh Upgrade available   Gears: Enviolo 380, continuous hub gear, belt drive   Weight from 26,6 kg / 58,6 lbs  ",0.00,0.00,4046.00,4046.00,0.0000,N,,26.6000,0.0000,0.0000,0.0000,Y,Y,"This product is ""Made to order"" please contact us for a build time.",N,0,0,04/06/2023,05/10/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Urban, Category Path: Riese & Muller/Urban|Category Name: Cruiser2, Category Path: Riese & Muller/Urban/Cruiser2","Product Image File: F00938-Cruis2Var-Blk__41486.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/s/103/F00938-Cruis2Var-Blk__41486.jpg","Riese & Muller Cruiser2 Vario",,"Riese & Muller Cruiser2 Vario",New,/cruiser2-vario/,,,
288,P,F00940,"Riese & Muller Cruiser2 Mixte Silent","Riese & Muller","This Silent model comes fitted with:   Motor: Bosch Performance Line (smart system)   Battery: Bosch PowerPack 545 Wh Upgrade available   Gears: Shimano Nexus, 8-speed hub gear, belt drive   Weight from 25,8 kg / 56,9 lbs  ",0.00,0.00,3818.00,3818.00,0.0000,N,,25.8000,0.0000,0.0000,0.0000,Y,Y,"This product is ""Made to order"" please contact us for a build time.",N,0,0,04/06/2023,05/10/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Urban, Category Path: Riese & Muller/Urban|Category Name: Cruiser2 Mixte, Category Path: Riese & Muller/Urban/Cruiser2 Mixte","Product Image File: F00940-Crui2MixSil-Crm__10372.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/l/080/F00940-Crui2MixSil-Crm__10372.jpg|Product Image File: F00940-Crui2MixSil-Blk__87423.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/u/637/F00940-Crui2MixSil-Blk__87423.jpg","Riese & Muller Cruiser2 Mixte Silent",,"Riese & Muller Cruiser2 Mixte Silent",New,/cruiser2-mixte-silent/,,,
289,P,F00941,"Riese & Muller Cruiser2 Mixte Vario","Riese & Muller","This Vario model comes fitted with:   Motor: Bosch Performance Line (smart system)   Battery: Bosch PowerPack 545 Wh Upgrade available   Gears: Enviolo 380, continuous hub gear, belt drive   Weight from 26,6 kg / 58,6 lbs  ",0.00,0.00,4046.00,4046.00,0.0000,N,,26.6000,0.0000,0.0000,0.0000,Y,Y,"This product is ""Made to order"" please contact us for a build time.",N,0,0,04/06/2023,05/10/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Urban, Category Path: Riese & Muller/Urban|Category Name: Cruiser2 Mixte, Category Path: Riese & Muller/Urban/Cruiser2 Mixte","Product Image File: F00941-Cruis2MixtVar-Crm__76138.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/h/490/F00941-Cruis2MixtVar-Crm__76138.jpg|Product Image File: F00941-Cruis2MixtVar-Blk__66736.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/a/034/F00941-Cruis2MixtVar-Blk__66736.jpg","Riese & Muller Cruiser2 Mixte Vario",,"Riese & Muller Cruiser2 Mixte Vario",New,/cruiser2-mixte-vario/,,,
290,P,F00952,"Riese & Muller Packster 70 Vario","Riese & Muller","The Enviolo Vario gear hub, controlled by a rotating handle, allows for continuous gear ratio selection. The jump free shifting ensures you can always select the perfect gear.",0.00,0.00,6069.00,6069.00,0.0000,N,,42.0000,0.0000,0.0000,0.0000,Y,N,,N,0,0,04/06/2023,16/11/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Packster70, Category Path: Riese & Muller/Family & Cargo/Packster70","Product Image File: F00592-Packster70Vario-Chil__70912.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/h/552/F00592-Packster70Vario-Chil__70912.jpg|Product Image File: F00592-Packster70Vario-UrbG__66991.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/u/580/F00592-Packster70Vario-UrbG__66991.jpg|Product Image File: F00592-Packster70Vario-Whit__25177.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/v/099/F00592-Packster70Vario-Whit__25177.jpg","Packster 70 Vario",,"Riese & Muller Packster 70 Vario",New,/packster-70-vario/,,,
291,P,F00953,"Riese & Muller Packster 70 Automatic","Riese & Muller","The Enviolo Automatic gear system takes the ride experience to the next level with continuous gear ratios. The Intuvia display allows the rider to set their desired cadence, which is maintained by the gear hub's stepless shifting technology. ",0.00,0.00,6769.00,6769.00,0.0000,N,,42.0000,0.0000,0.0000,0.0000,Y,N,,N,0,0,04/06/2023,16/11/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Packster70, Category Path: Riese & Muller/Family & Cargo/Packster70","Product Image File: 23_F00953_020422080621_Pac70_Aut_UrbGryMtt_5996_aRGB_web__80481.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/y/051/23_F00953_020422080621_Pac70_Aut_UrbGryMtt_5996_aRGB_web__80481.jpg|Product Image File: 23_F00953_030422080621_Pac70_Aut_ChilMtt_5996_aRGB_web__98538.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/x/401/23_F00953_030422080621_Pac70_Aut_ChilMtt_5996_aRGB_web__98538.jpg|Product Image File: 23_F00953_010422080621_Pac70_Aut_White_5996_aRGB_web__74832.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/q/109/23_F00953_010422080621_Pac70_Aut_White_5996_aRGB_web__74832.jpg","Packster 70 Touring",,"Riese & Muller Packster 70 Touring",New,/packster-70-automatic/,,,
292,P,F00950,"Riese & Muller Packster 70 Family","Riese & Muller","The family model is a preconfigured option from the Packster range. This bike comes fitted with the Novatech Boost hub and Shimano Deore 10-S gears. The Double Child Seat and cover come as standard and include 5-point seatbelts for added security. ",0.00,0.00,5649.00,5649.00,0.0000,N,,41.1000,0.0000,0.0000,0.0000,Y,N,,N,0,0,04/06/2023,16/11/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Packster70, Category Path: Riese & Muller/Family & Cargo/Packster70","Product Image File: F00950-Pack70Fam-ChilMtt__21874.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/q/068/F00950-Pack70Fam-ChilMtt__21874.jpg|Product Image File: F00950-Pack70Fam-UrbGrey__44294.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/i/988/F00950-Pack70Fam-UrbGrey__44294.jpg|Product Image File: F00950-Pack70Fam-White__38582.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/t/253/F00950-Pack70Fam-White__38582.jpg","Riese & Muller Packster 70 Family",,"Riese & Muller Packster 70 Family",New,/packster-70-family/,,,
294,P,F01270,"Riese & Muller Culture Touring","Riese & Muller","The Riese & Müller Culture Touring is a perfect blend of style, comfort, and performance. This e-bike is designed for those who appreciate the convenience of city commuting but also enjoy leisurely rides in their free time. Here are some of its key features:  Motor: The Cultures are equipped with the brand new Bosch Performance Line motor, the SX can deliver up to 600 watts of power in their most compact motor yet. Battery: Equipped with the new Bosch CompactTube CPT 400Wh ""In-Tube"" battery with the option add the PowerMore 250 range extender. Drivetrain: The bike features the Shimano CUES RD-U6000 10 speed shifting system. This drivetrain is known for its precision and reliability, ensuring smooth gear changes and optimal performance. Bosch System: The bike uses the Bosch Smart system. The system is designed for all components to work seamlessly together, providing a smooth and efficient riding experience. Features and Accessories: As with all Riese & Muller eBikes you can also upgrade aspects of the bike. The additional options include the Bosch purion 200 display, Suspension forks and seatpost, 250Wh Range extender battery, MIK Cargo rack and a security frame lock.  Please continue further down the page for a more detailed look at the Culture Touring.",0.00,0.00,3500.00,3500.00,0.0000,N,,21.3000,0.0000,0.0000,0.0000,Y,Y,,N,0,0,23/06/2023,03/11/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Urban, Category Path: Riese & Muller/Urban|Category Name: Culture, Category Path: Riese & Muller/Urban/Culture","Product Image File: Culture-Touring-Denim__10886.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/u/171/Culture-Touring-Denim__10886.jpg|Product Image File: Culture-Touring-Biscuit__53561.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/p/818/Culture-Touring-Biscuit__53561.jpg|Product Image File: 2023-0137_d_culture_website_bilder_culture_2023-10-24_001_lifestyle-modul_1.jpg__806x540_q90_crop_subsampling-2_upscale1__54568.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/s/047/2023-0137_d_culture_website_bilder_culture_2023-10-24_001_lifestyle-modul_1.jpg__806x540_q90_crop_subsampling-2_upscale1__54568.jpg","Riese & Muller Culture Touring",,"Riese and Muller Culture Touring",New,/culture-touring/,,,
295,P,F01275,"Riese & Muller Culture Mixte Touring","Riese & Muller","The Riese & Müller Culture Mixte Touring is a perfect blend of style, comfort, and performance. This e-bike is designed for those who appreciate the convenience of city commuting but also enjoy leisurely rides in their free time.  Here are some of its key features:  Motor: The Cultures are equipped with the brand new Bosch Performance Line motor, the SX can deliver up to 600 watts of power in their most compact motor yet. Battery: Equipped with the new Bosch CompactTube CPT 400Wh ""In-Tube"" battery with the option add the PowerMore 250 range extender. Drivetrain: The bike features the Shimano CUES RD-U6000 10 speed shifting system. This drivetrain is known for its precision and reliability, ensuring smooth gear changes and optimal performance. Bosch System: The bike uses the Bosch Smart system. The system is designed for all components to work seamlessly together, providing a smooth and efficient riding experience. Features and Accessories: As with all Riese & Muller eBikes you can also upgrade aspects of the bike. The additional options include the Bosch purion 200 display, Suspension forks and seatpost, 250Wh Range extender battery, MIK Cargo rack and a security frame lock.  Please continue further down the page for a more detailed look at the Culture Mixte Touring.",0.00,0.00,3500.00,3500.00,0.0000,N,,21.3000,0.0000,0.0000,0.0000,Y,Y,,N,0,0,23/06/2023,03/11/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Urban, Category Path: Riese & Muller/Urban|Category Name: Culture Mixte, Category Path: Riese & Muller/Urban/Culture Mixte","Product Image File: Culture-Mixte-Touring-Blossom__11703.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/i/344/Culture-Mixte-Touring-Blossom__11703.jpg|Product Image File: Culture-Mixte-Touring-Denim__28658.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/h/570/Culture-Mixte-Touring-Denim__28658.jpg","Riese & Muller Culture Mixte Touring",,,New,/culture-mixte-touring/,,,
297,P,F01271,"Riese & Muller Culture Silent","Riese & Muller","The Riese & Müller Culture Silent is a sleek and stylish e-bike that offers a smooth, quiet ride. It’s perfect for city commuting, leisurely rides, and everything in between. Here are some of its key features:  Motor: The Cultures are equipped with the brand new Bosch Performance Line motor, the SX can deliver up to 600 watts of power in their most compact motor yet. Battery: Equipped with the new Bosch CompactTube CPT 400Wh ""In-Tube"" battery with the option add the PowerMore 250 range extender. Drivetrain: The bike features a Shimano Nexus 8-speed hub gearing system and a Gates drive belt CDC. This drivetrain is known for its precision and reliability, ensuring smooth gear changes and optimal performance. Bosch System: The bike uses the Bosch Smart system. The system is designed for all components to work seamlessly together, providing a smooth and efficient riding experience. Features and Accessories: As with all Riese & Muller eBikes you can also upgrade aspects of the bike. The additional options include the Bosch purion 200 display, Suspension forks and seatpost, 250Wh Range extender battery, MIK Cargo rack and a security frame lock.  Please continue further down the page for a more detailed look at the Culture Silent.",0.00,0.00,3800.00,3800.00,0.0000,N,,22.8000,0.0000,0.0000,0.0000,Y,Y,,N,0,0,23/06/2023,03/11/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Urban, Category Path: Riese & Muller/Urban|Category Name: Culture, Category Path: Riese & Muller/Urban/Culture","Product Image File: Culture-Silent-Denim__00380.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/y/141/Culture-Silent-Denim__00380.jpg|Product Image File: Culture-Silent-Biscuit__06634.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/a/397/Culture-Silent-Biscuit__06634.jpg","Riese & Muller Culture Silent",,,New,/culture-silent/,,,
299,P,F01272,"Riese & Muller Culture Vario","Riese & Muller","The Riese & Müller Culture Mixte Vario is a perfect blend of style, comfort, and performance. This e-bike is designed for those who appreciate the convenience of city commuting but also enjoy leisurely rides in their free time. Here are some of its key features:  Motor: The Cultures are equipped with the brand new Bosch Performance Line motor, the SX can deliver up to 600 watts of power in their most compact motor yet. Battery: Equipped with the new Bosch CompactTube CPT 400Wh ""In-Tube"" battery with the option add the PowerMore 250 range extender. Drivetrain:The bike features an Enviolo 380 rear hub and uses a Gates drive belt CDC. This drivetrain is known for its precision and reliability, ensuring smooth gear changes and optimal performance. Bosch System: The bike uses the Bosch Smart system. The system is designed for all components to work seamlessly together, providing a smooth and efficient riding experience. Features and Accessories: As with all Riese & Muller eBikes you can also upgrade aspects of the bike. The additional options include the Bosch purion 200 display, Suspension forks and seatpost, 250Wh Range extender battery, MIK Cargo rack and a security frame lock.  Please continue further down the page for a more detailed look at the Culture Mixte Vario.",0.00,0.00,3950.00,3950.00,0.0000,N,,24.2000,0.0000,0.0000,0.0000,Y,Y,,N,0,0,23/06/2023,03/11/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Urban, Category Path: Riese & Muller/Urban|Category Name: Culture, Category Path: Riese & Muller/Urban/Culture","Product Image File: Culture-Vario-Biscuit__83934.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/j/989/Culture-Vario-Biscuit__83934.jpg|Product Image File: Culture-Vario-Denim__88577.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/q/396/Culture-Vario-Denim__88577.jpg","Riese & Muller Culture Vario",,,New,/culture-vario/,,,
300,P,F01120,"Riese & Muller Homage4 GT Touring","Riese & Muller","This Touring model comes fitted with the Novatech Boost hub and Shimano Deore 11-S gears.",0.00,0.00,4990.00,4990.00,0.0000,N,,29.8000,0.0000,0.0000,0.0000,Y,Y,"This e-bike is made to order, please allow for build time.",N,0,0,23/06/2023,03/11/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Step-Through, Category Path: Riese & Muller/Step-Through|Category Name: Homage4 GT, Category Path: Riese & Muller/Step-Through/Homage4 GT","Product Image File: 24_F01120_06030108_Hom4_GT_Tou_54_PrlWhi_5349__49777.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/l/968/24_F01120_06030108_Hom4_GT_Tou_54_PrlWhi_5349__49777.jpg|Product Image File: 24_F01120_06040108_Hom4_GT_Tou_54_DpSeaBluMtlc_5349__22491.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/b/296/24_F01120_06040108_Hom4_GT_Tou_54_DpSeaBluMtlc_5349__22491.jpg","Riese & Muller Homage4 GT Touring",,,New,/homage4-gt-touring/,,,
302,P,F01136,"Riese & Muller Roaster4 Mixte Vario","Riese & Muller","The Riese & Müller Roadster4 Mixte Vario is a stylish, step-through electric bike that blends everyday practicality with advanced riding comfort. Powered by the Bosch Performance Line motor and a 625 Wh integrated battery, it offers smooth and responsive assistance for city commutes and beyond. The Enviolo stepless hub gear system and Gates carbon belt drive provide silent, maintenance-free shifting, while the lowered top tube ensures easy mounting and dismounting. With a Suntour suspension fork, powerful Magura hydraulic disc brakes, and integrated lighting, the Roadster4 Mixte Vario delivers a fast, elegant, and highly capable ride for any urban journey.",0.00,0.00,4445.00,4445.00,0.0000,N,,24.3000,0.0000,0.0000,0.0000,Y,Y,,N,0,0,23/06/2023,12/05/2025,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Urban, Category Path: Riese & Muller/Urban|Category Name: Roadster4 Mixte - NEW for 2025, Category Path: Riese & Muller/Urban/Roadster4 Mixte - NEW for 2025","Product Image File: Roadster4_Mixte_Vario_CrystalWhite__35091.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/i/535/Roadster4_Mixte_Vario_CrystalWhite__35091.jpg|Product Image File: Roadster4_Mixte_Vario_SalviaMatt__38754.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/p/296/Roadster4_Mixte_Vario_SalviaMatt__38754.jpg","Riese & Muller Roaster4 Mixte Vario",,,New,/roaster4-mixte-vario/,,,
304,P,F01150,"Riese & Muller Delite4 GT Touring","Riese & Muller","This Touring model comes fitted with the Novatech Boost hub and Shimano Deore 11-S gears.  ",0.00,0.00,6079.00,6079.00,0.0000,N,,30.0000,0.0000,0.0000,0.0000,Y,Y,"This product is made to order, please allow build time.",N,0,0,23/06/2023,05/10/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Trekking, Category Path: Riese & Muller/Trekking|Category Name: Delite4, Category Path: Riese & Muller/Trekking/Delite4","Product Image File: 24_F01150_0603170108_Delite4_GT_Tou_51_TdraGreyMtt_1142__04820.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/p/083/24_F01150_0603170108_Delite4_GT_Tou_51_TdraGreyMtt_1142__04820.jpg|Product Image File: 24_F01150_0604170108_Delite4_GT_Tou_51_UrbnGreyMtt_1142__65513.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/l/892/24_F01150_0604170108_Delite4_GT_Tou_51_UrbnGreyMtt_1142__65513.jpg","Riese & Muller Delite4 GT Touring",,,New,/delite4-gt-touring/,,,
305,P,F01201,"Riese & Muller Packster2 70 Touring","Riese & Muller","This Touring model comes fitted with the Novatech Boost hub and Shimano Deore 11-S gears.",0.00,0.00,6589.00,6589.00,0.0000,N,,42.0000,0.0000,0.0000,0.0000,Y,Y,,N,0,0,23/06/2023,02/12/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Family & Cargo, Category Path: Riese & Muller/Family & Cargo|Category Name: Packster2 70, Category Path: Riese & Muller/Family & Cargo/Packster2 70","Product Image File: 24_F01201_14091204181503_Pac2_70_Tou_White_Intuvia100_6004__03878.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/s/824/24_F01201_14091204181503_Pac2_70_Tou_White_Intuvia100_6004__03878.jpg|Product Image File: 24_F01201_14101204181503_Pac2_70_Tou_UrbGryMtt_Intuvia100_6004__29545.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/a/450/24_F01201_14101204181503_Pac2_70_Tou_UrbGryMtt_Intuvia100_6004__29545.jpg|Product Image File: 24_F01201_14111204181503_Pac2_70_Tou_ChilMtt_Intuvia100_6004__01606.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/z/596/24_F01201_14111204181503_Pac2_70_Tou_ChilMtt_Intuvia100_6004__01606.jpg|Product Image File: 24_F01201_14091206181502_Pac2_70_Tou_White_CtrlTech_Intuvia100_0016-1__52733.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/l/868/24_F01201_14091206181502_Pac2_70_Tou_White_CtrlTech_Intuvia100_0016-1__52733.jpg|Product Image File: 24_F01201_14101206181502_Pac2_70_Tou_UrbGryMtt_CtrlTech_Intuvia100_0016-1__94993.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/a/440/24_F01201_14101206181502_Pac2_70_Tou_UrbGryMtt_CtrlTech_Intuvia100_0016-1__94993.jpg|Product Image File: 24_F01201_14111206181502_Pac2_70_Tou_ChilMtt_CtrlTech_Intuvia100_0016-1__93539.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/m/342/24_F01201_14111206181502_Pac2_70_Tou_ChilMtt_CtrlTech_Intuvia100_0016-1__93539.jpg|Product Image File: 24_F01201_141013061815322702_Pac2_70_Tou_UrbGryMtt_CtrlTech_Kiox300_GX_Persenning_2086__33104.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/z/824/24_F01201_141013061815322702_Pac2_70_Tou_UrbGryMtt_CtrlTech_Kiox300_GX_Persenning_2086__33104.jpg|Product Image File: 24_F01201_1410130618152602_Pac2_70_Tou_UrbGryMtt_CtrlTech_Kiox300_Kinderverdeck_0015__50190.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/p/930/24_F01201_1410130618152602_Pac2_70_Tou_UrbGryMtt_CtrlTech_Kiox300_Kinderverdeck_0015__50190.jpg|Product Image File: 24_F01201_1410130619153102_Pac2_70_Tou_UrbGryMtt_CtrlTech_Kiox300_KiSi_Chainbag_0016-1__39590.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/y/707/24_F01201_1410130619153102_Pac2_70_Tou_UrbGryMtt_CtrlTech_Kiox300_KiSi_Chainbag_0016-1__39590.jpg","Riese & Muller Packster2 70 Touring",,,New,/packster2-70-touring/,,,
306,P,F01151,"Riese & Muller Delite4 GT Touring HS","Riese & Muller","This Touring model comes fitted with the Novatech Boost hub and Shimano Deore 11-S gears and as a high speed bike, fitted with the Bosch Performance Line Speed Motor, this bike is capable of hitting speeds up of 45km/h.",0.00,0.00,6431.00,6431.00,0.0000,N,,30.2000,0.0000,0.0000,0.0000,Y,Y,"This product is made to order, please allow build time.",N,0,0,23/06/2023,05/10/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Trekking, Category Path: Riese & Muller/Trekking|Category Name: Delite4, Category Path: Riese & Muller/Trekking/Delite4","Product Image File: 24_F01151_0401110906_Delite4_GT_Tou_HS_51_TdraGreyMtt_1142__75048.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/z/689/24_F01151_0401110906_Delite4_GT_Tou_HS_51_TdraGreyMtt_1142__75048.jpg|Product Image File: 24_F01151_0402110906_Delite4_GT_Tou_HS_51_UrbnGreyMtt_1142__76193.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/t/402/24_F01151_0402110906_Delite4_GT_Tou_HS_51_UrbnGreyMtt_1142__76193.jpg","Riese & Muller Delite4 GT Touring HS",,,New,/delite4-gt-touring-hs/,,,
307,P,F1152,"Riese & Muller Delite4 GT Vario","Riese & Muller","The Enviolo Vario gear hub, controlled by a rotating handle, allows for continuous gear ratio selection. The jump free shifting ensures you can always select the perfect gear.",0.00,0.00,6392.00,6392.00,0.0000,N,,31.0000,0.0000,0.0000,0.0000,Y,Y,"This product is made to order, please allow build time.",N,0,0,23/06/2023,05/10/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Trekking, Category Path: Riese & Muller/Trekking|Category Name: Delite4, Category Path: Riese & Muller/Trekking/Delite4","Product Image File: 24_F01152_0401110906_Delite4_GT-Var_51_TdraGreyMtt_1299__08701.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/n/414/24_F01152_0401110906_Delite4_GT-Var_51_TdraGreyMtt_1299__08701.jpg|Product Image File: 24_F01152_0402110906_Delite4_GT-Var_51_UrbnGreyMtt_1299__14357.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/o/736/24_F01152_0402110906_Delite4_GT-Var_51_UrbnGreyMtt_1299__14357.jpg","Riese & Muller Delite4 GT Vario",,,New,/delite4-gt-vario/,,,
308,P,F01153,"Riese & Muller Delite4 GT Vario HS","Riese & Muller","The Enviolo Vario gear hub, controlled by a rotating handle, allows for continuous gear ratio selection. The jump free shifting ensures you can always select the perfect gear. As a high speed bike, fitted with the Bosch Performance Line Speed Motor, this bike is capable of hitting speeds up of 45km/h.",0.00,0.00,6744.00,6744.00,0.0000,N,,31.2000,0.0000,0.0000,0.0000,Y,Y,"This product is made to order, please allow build time.",N,0,0,23/06/2023,05/10/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Trekking, Category Path: Riese & Muller/Trekking|Category Name: Delite4, Category Path: Riese & Muller/Trekking/Delite4","Product Image File: 24_F01153_0401110906_Delite4_GT-Var_HS_51_TdraGreyMtt_1299__27388.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/b/923/24_F01153_0401110906_Delite4_GT-Var_HS_51_TdraGreyMtt_1299__27388.jpg|Product Image File: 24_F01153_0402110906_Delite4_GT-Var_HS_51_UrbnGreyMtt_1299__03517.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/t/000/24_F01153_0402110906_Delite4_GT-Var_HS_51_UrbnGreyMtt_1299__03517.jpg","Riese & Muller Delite4 GT Vario HS",,,New,/delite4-gt-vario-hs/,,,
309,P,F01154,"Riese & Muller Delite4 GT Rohloff","Riese & Muller","The Rohloff SpeedHub electronic gear system is operated using simple up/down shift buttons to replace the traditional mechanical gearshifters. The gears are contained in a sealed hub, which protects them from mud and rain, making the system extremely resilient.",0.00,0.00,7675.00,7675.00,0.0000,N,,30.8000,0.0000,0.0000,0.0000,Y,Y,"This product is made to order, please allow build time.",N,0,0,23/06/2023,05/10/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Trekking, Category Path: Riese & Muller/Trekking|Category Name: Delite4, Category Path: Riese & Muller/Trekking/Delite4","Product Image File: 24_F01154_0401110906_Delite4_GT_Roh_51_TdraGreyMtt_1379__43728.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/y/809/24_F01154_0401110906_Delite4_GT_Roh_51_TdraGreyMtt_1379__43728.jpg|Product Image File: 24_F01154_0402110906_Delite4_GT_Roh_51_UrbnGreyMtt_1379__50882.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/m/321/24_F01154_0402110906_Delite4_GT_Roh_51_UrbnGreyMtt_1379__50882.jpg","Riese & Muller Delite4 GT Rohloff",,,New,/delite4-gt-rohloff/,,,
